PosScore,NegScore,SynsetTerms
0.00,0.25,chorioretinitis
0.13,0.00,chorister
0.00,0.00,chorizagrotis_auxiliaris army_cutworm
0.00,0.00,chorizo
0.50,0.00,choroid_coat choroid
0.00,0.00,choroidal_artery arteria_choroidea
0.00,0.00,choropleth_map
0.00,0.00,chorus
0.00,0.00,chorus choir
0.00,0.00,chorus_frog
0.00,0.00,chorus_line chorus
0.00,0.00,chosen
0.00,0.00,chosen_people
0.00,0.00,chou cabbage
0.00,0.00,chough
0.00,0.00,chow_chow chow
0.00,0.00,chow_line
0.00,0.00,chow_mein
0.00,0.00,chowchow
0.13,0.00,chowder
0.00,0.38,chrestomathy
0.00,0.00,christchurch
0.00,0.00,christella
0.00,0.00,christen baptize baptise
0.38,0.00,christening
0.13,0.00,christian
0.00,0.00,christian_holy_day
0.00,0.00,christian_liturgy
0.00,0.00,christian_name baptismal_name
0.00,0.00,christian_science
0.00,0.00,christian_scientist
0.00,0.00,christian_theology
0.00,0.00,christianity christian_religion
0.00,0.00,christianity christendom
0.00,0.00,christianization christianisation
0.00,0.00,christianize
0.00,0.00,christianize christianise
0.00,0.00,christianly
0.50,0.00,christly christlike
0.00,0.00,christmas_begonia blooming-fool_begonia begonia_cheimantha
0.00,0.00,christmas_bells
0.00,0.00,christmas_box
0.00,0.38,christmas_cake
0.00,0.13,christmas_card
0.00,0.00,christmas_carol carol
0.00,0.00,christmas_holly american_holly
0.00,0.00,christmas_present christmas_gift
0.00,0.00,christmas_stocking
0.00,0.00,christmas_tree christmas_bush ceratopetalum_gummiferum
0.00,0.00,christmas_tree
0.00,0.00,christological
0.00,0.00,christology
0.00,0.00,chromate
0.17,0.08,chromatic
0.00,0.00,chromatic_aberration
0.00,0.00,chromatic_scale
0.00,0.00,chromatically
0.00,0.00,chromatid
0.00,0.00,chromatin_granule chromatin
0.00,0.00,chromatinic
0.00,0.25,chromatism
0.00,0.00,chromatogram
0.00,0.00,chromatographical chromatographic
0.00,0.00,chromatographically
0.13,0.00,chromatography
0.00,0.07,chrome
0.00,0.00,chrome_alum
0.00,0.00,chrome_green
0.00,0.00,chrome_red
0.00,0.00,chrome_yellow
0.13,0.00,chromesthesia chromaesthesia
0.00,0.00,chrome-tungsten_steel
0.00,0.13,chromic_acid
0.00,0.00,chromite
0.00,0.00,chromium-plate chrome
0.00,0.63,chromoblastomycosis
0.00,0.00,chromogen
0.00,0.00,chromolithography
0.00,0.00,chromophore
0.00,0.00,chromoplast
0.00,0.00,chromosomal
0.00,0.00,chromosome
0.00,0.00,chromosphere
0.00,0.38,chronic
0.00,0.00,chronic_bronchitis
0.00,0.63,chronic_gastritis
0.00,0.13,chronic_glossitis
0.00,0.00,chronic_leukemia
0.25,0.13,chronic_lymphocytic_leukemia
0.00,0.63,chronic_obstructive_pulmonary_disease
0.00,0.00,chronic_pyelonephritis
0.00,0.13,chronic_renal_failure chronic_kidney_failure
0.25,0.13,chronic_wasting_disease
0.00,0.00,chronically
0.00,0.00,chronicle
0.00,0.00,chronicler
0.13,0.00,chronograph
0.00,0.00,chronological
0.00,0.00,chronological_age
0.00,0.00,chronological_record annals
0.38,0.00,chronologically
0.00,0.00,chronologize chronologise
0.00,0.00,chronology
0.50,0.00,chronometer
0.00,0.00,chronoperates_paradoxus
0.13,0.00,chronoscope
0.00,0.00,chrosomal_abnormality chromosonal_disorder chromosomal_anomaly chromosomal_aberration
0.00,0.00,chrysalis
0.00,0.00,chrysanthemum
0.00,0.00,chrysaora_quinquecirrha
0.00,0.00,chrysoberyl
0.00,0.00,chrysolite
0.00,0.00,chrysophrys_australis black_bream
0.00,0.00,chrysoprase
0.00,0.13,chrysotherapy
0.00,0.00,chrysotile
0.00,0.00,chuang-tzu
0.00,0.00,chuck
0.00,0.00,chuck_berry charles_edward_berry berry
0.00,0.00,chuck_short_ribs
0.00,0.00,chuck_wagon
0.00,0.00,chucker-out bouncer
0.00,0.00,chuckle chortle
0.00,0.00,chuck-will's-widow caprimulgus_carolinensis
0.00,0.00,chuddar chador chaddar chadar
0.38,0.25,chuffed
0.00,0.00,chug
0.00,0.00,chukaku-ha
0.00,0.00,chukchi
0.00,0.00,chukchi_language chukchi
0.00,0.00,chukchi_peninsula
0.00,0.00,chukchi_sea
0.00,0.00,chukka_boot chukka
0.00,0.00,chukker chukka
0.00,0.00,chula_vista
0.00,0.00,chum
0.00,0.00,chungking chongqing
0.00,0.00,chunk
0.00,0.00,chunnel channel_tunnel
0.00,0.00,church
0.00,0.00,church christian_church
0.00,0.00,church_bell
0.00,0.00,church_building church
0.00,0.00,church_hat
0.00,0.00,church_key
0.00,0.00,church_mouse
0.00,0.00,church_of_christ_scientist christian_science
0.00,0.00,church_of_england anglican_communion anglican_church
0.00,0.00,church_of_ireland
0.00,0.00,church_officer
0.00,0.00,church_roll
0.00,0.00,church_service church
0.00,0.00,church_tower
0.00,0.00,church_year christian_year
0.00,0.00,churchgoer church_member
0.25,0.00,churchgoing
0.00,0.00,churchill
0.00,0.00,churchill_downs
0.00,0.00,churchillian
0.13,0.13,churchly
0.00,0.00,church-state
0.00,0.00,churchwarden
0.00,0.00,churidars
0.13,0.82,churlish
0.00,0.00,churn
0.00,0.00,churn butter_churn
0.00,0.00,churn_out
0.25,0.00,churning churned-up
0.13,0.25,churrigueresque churrigueresco baroque
0.00,0.13,chutzpanik
0.00,0.00,chuvash
0.00,0.00,chyle
0.00,0.00,chyliferous
0.25,0.13,chylific chylifactory chylifactive
0.00,0.00,chylomicron
0.00,0.00,chylous chylaceous
0.00,0.00,chyme
0.00,0.00,cia central_intelligence_agency
0.00,0.00,ciao aloha
0.00,0.00,cicala cicada
0.00,0.00,cicatrize cicatrise
0.00,0.00,cicero
0.00,0.00,cicerone
0.00,0.00,cichlid_fish cichlid
0.00,0.00,ciconia_nigra black_stork
0.00,0.00,cider_mill
0.00,0.00,cider_vinegar
0.00,0.00,ciderpress
0.00,0.00,cigar
0.00,0.00,cigar_band
0.00,0.00,cigar_box
0.00,0.00,cigar_butt
0.00,0.00,cigar_cutter
0.00,0.00,cigar_smoker
0.13,0.00,cigar-box_cedar
0.00,0.00,cigarette_burn
0.00,0.00,cigarette_butt
0.00,0.00,cigarette_case
0.00,0.00,cigarette_holder
0.00,0.00,cigarette_smoker
0.00,0.00,cigarillo
0.00,0.00,ciliary
0.00,0.00,ciliary_artery arteria_ciliaris
0.00,0.00,ciliary_body
0.00,0.00,ciliate ciliary cilial
0.00,0.00,ciliate ciliary
0.25,0.00,ciliated ciliate
0.00,0.00,ciliophoran ciliated_protozoan ciliate
0.00,0.00,cilium
0.00,0.00,cim central_intelligence_machinery
0.00,0.00,cimarron_river cimarron
0.00,0.00,cimex_lectularius chinch bedbug bed_bug
0.50,0.25,cimmerian
0.08,0.00,cinch
0.00,0.00,cinchona chinchona
0.00,0.00,cinchona_lancifolia cinchona_cordifolia cartagena_bark
0.00,0.00,cinchona_officinalis cinchona_ledgeriana cinchona_calisaya calisaya
0.00,0.00,cinchona_tree cinchona_pubescens
0.00,0.00,cinchonine
0.00,0.00,cincinnati
0.00,0.00,cinclus_mexicanus american_water_ouzel
0.00,0.00,cinco_de_mayo
0.25,0.00,cinder_pig
0.25,0.00,cinder_track
0.00,0.25,cinderella
0.00,0.13,cinema_verite
0.00,0.00,cinematic
0.00,0.00,cinematize cinematise
0.00,0.00,cinematographer cameraman camera_operator
0.00,0.00,cinerary
0.00,0.00,cingulum
0.00,0.00,cinnabar
0.00,0.00,cinnabar_chanterelle cantharellus_cinnabarinus
0.00,0.00,cinnabar_moth cinnabar callimorpha_jacobeae
0.00,0.00,cinnamomum_camphora camphor_tree
0.13,0.00,cinnamomum_cassia cassia-bark_tree cassia
0.00,0.00,cinnamon cinnamomum_zeylanicum ceylon_cinnamon_tree ceylon_cinnamon
0.00,0.00,cinnamon
0.00,0.00,cinnamon_bark
0.00,0.00,cinnamon_bark cinnamon
0.00,0.00,cinnamon_bear
0.00,0.00,cinnamon_bread
0.00,0.00,cinnamon_coloured cinnamon_colored cinnamon-coloured cinnamon-colored
0.00,0.00,cinnamon_snail cinnamon_roll cinnamon_bun
0.00,0.25,cinnamon_toast
0.00,0.00,cinnamon-red
0.00,0.25,cinnamon-scented
0.00,0.00,cinquefoil
0.00,0.00,ciprofloxacin cipro
0.00,0.00,circadian
0.00,0.00,circadian_rhythm
0.00,0.00,circaea_alpina alpine_enchanter's_nightshade
0.00,0.00,circaea_lutetiana
0.00,0.00,circassian
0.00,0.00,circe
0.00,0.00,circinus
0.00,0.00,circle
0.00,0.00,circle_of_willis
0.00,0.00,circlet
0.00,0.00,circuit
0.00,0.00,circuit_breaker breaker
0.00,0.00,circuit_court_of_appeals
0.00,0.00,circuitry
0.00,0.00,circular_measure
0.00,0.00,circular_saw buzz_saw
0.00,0.00,circularization circularisation
0.00,0.00,circularize circularise
0.00,0.00,circularize
0.00,0.00,circular-knit
0.00,0.00,circularly
0.00,0.00,circulate
0.00,0.00,circulate circle
0.00,0.00,circulating
0.00,0.00,circulation
0.00,0.00,circulatory circulative
0.00,0.00,circulatory
0.00,0.00,circulatory_failure
0.00,0.00,circulatory_system cardiovascular_system
0.00,0.00,circumboreal boreal
0.00,0.00,circumcise
0.00,0.00,circumcision
0.00,0.00,circumduction
0.00,0.00,circumference circuit
0.00,0.00,circumference
0.00,0.00,circumferential
0.38,0.00,circumflex
0.00,0.00,circumflex_artery
0.00,0.00,circumflex_artery_of_the_thigh arteria_circumflexa_femoris
0.00,0.00,circumflex_humeral_artery arteria_circumflexa_humeri
0.00,0.00,circumflex_iliac_artery arteria_circumflexa_ilium
0.00,0.00,circumflex_scapular_artery arteria_circumflexa_scapulae
0.00,0.00,circumfuse
0.00,0.00,circumnavigation
0.00,0.00,circumpolar
0.00,0.00,circumscribe
0.00,0.00,circumscription
0.50,0.00,circumspection caution
0.25,0.00,circumspectly cagily
0.13,0.00,circumstance
0.50,0.00,circumstances
0.13,0.00,circumstantial
0.00,0.00,circumstantially
0.00,0.00,circumstantiate
0.00,0.00,circumvallate
0.00,0.00,circumvention
0.00,0.00,circumvolute
0.00,0.00,circumvolution
0.00,0.00,circus
0.00,0.50,circus carnival
0.13,0.00,circus_acrobat
0.25,0.25,cirrhosis_of_the_liver cirrhosis
0.00,0.00,cirripede cirriped barnacle
0.00,0.00,cirrocumulus_cloud cirrocumulus
0.00,0.00,cirrostratus_cloud cirrostratus
0.13,0.00,cirrus cirrhus
0.00,0.00,cirrus
0.00,0.00,cirrus_cloud cirrus
0.00,0.00,cirsium_rivulare brook_thistle
0.00,0.00,cismontane
0.00,0.00,cistern
0.00,0.00,cisterna cistern
0.00,0.00,citadel bastion
0.00,0.00,citation
0.00,0.00,cite adduce abduce
0.00,0.00,citify
0.00,0.00,citizen
0.00,0.00,citizenship
0.00,0.00,citrange
0.00,0.00,citrate
0.00,0.00,citric
0.00,0.00,citric_acid
0.00,0.13,citrine
0.00,0.00,citron
0.00,0.00,citroncirus_webberi citrange_tree citrange
0.00,0.00,citronwood
0.00,0.00,citrous
0.00,0.63,citrulline
0.00,0.00,citrus_bergamia bergamot_orange bergamot
0.00,0.00,citrus_fruit citrus citrous_fruit
0.00,0.00,citrus_medica citron_tree citron
0.00,0.00,citrus_tree citrus
0.00,0.00,city
0.00,0.00,city_block block
0.00,0.00,city_centre city_center central_city
0.00,0.00,city_council
0.00,0.00,city_district
0.00,0.00,city_editor
0.13,0.00,city_father
0.00,0.00,city_hall
0.00,0.00,city_limits city_limit
0.00,0.00,city_line
0.00,0.00,city_man
0.00,0.00,city_of_bridges bruges
0.00,0.00,city_room city_desk
0.13,0.00,city_slicker city_boy
0.00,0.00,city_state city-state
0.00,0.00,city_university
0.00,0.00,cityfied city-bred city-born citified
0.00,0.13,city-like
0.00,0.00,cityscape
0.00,0.00,citywide
0.00,0.00,ciudad_bolivar
0.00,0.00,ciudad_victoria
0.00,0.00,civet_cat civet
0.00,0.00,civic
0.00,0.00,civic_responsibility civic_duty
0.13,0.00,civic_spirit civic_pride
0.00,0.00,civics
0.07,0.00,civil
0.00,0.00,civil civic
0.00,0.00,civil_action
0.00,0.00,civil_censorship
0.00,0.00,civil_contempt
0.00,0.00,civil_day calendar_day
0.00,0.00,civil_death
0.00,0.00,civil_death attainder
0.00,0.00,civil_defense
0.00,0.00,civil_disobedience
0.00,0.00,civil_engineer
0.00,0.00,civil_engineering
0.00,0.00,civil_law
0.00,0.00,civil_leader civic_leader
0.00,0.00,civil_libertarian
0.00,0.00,civil_liberty
0.00,0.00,civil_list
0.00,0.00,civil_marriage
0.00,0.00,civil_officer civil_authority
0.00,0.00,civil_right
0.00,0.00,civil_rights_movement
0.00,0.00,civil_rights_worker civil_rights_leader civil_rights_activist
0.00,0.00,civil_servant
0.00,0.00,civil_service
0.00,0.00,civil_suit
0.00,0.00,civil_union
0.00,0.00,civil_war
0.00,0.00,civil_year calendar_year
0.00,0.13,civilian
0.38,0.00,civility
0.00,0.00,civilization civilisation
0.00,0.00,civilize civilise
0.00,0.00,civilized civilised
0.38,0.00,civil-libertarian
0.00,0.00,civilly
0.00,0.00,civvies civies
0.00,0.00,cl chlorine atomic_number_17
0.00,0.00,cl centilitre centiliter
0.00,0.00,clabber
0.00,0.00,clad
0.00,0.00,clade
0.00,0.00,cladistics cladistic_analysis
0.00,0.00,cladogram
0.00,0.00,cladorhyncus_leucocephalum banded_stilt
0.00,0.13,claforan cefotaxime
0.05,0.00,claim
0.00,0.00,claim call
0.00,0.00,claim_form
0.00,0.00,claim_jumper
0.38,0.00,claimant
0.00,0.00,claiming_race
0.00,0.00,claims_adjustor claims_adjuster claim_agent adjustor adjuster
0.00,0.00,clairvoyant
0.00,0.00,clam
0.00,0.00,clam_chowder
0.00,0.00,clam_dip
0.00,0.00,clamatorial
0.00,0.25,clambake
0.00,0.25,clamber
0.25,0.00,clammily
0.00,0.00,clamor
0.00,0.00,clamour clamor
0.00,0.13,clamp
0.00,0.00,clampdown
0.00,0.00,clamshell
0.00,0.00,clandestine_operation
0.13,0.13,clanger
0.00,0.00,clangor clang
0.00,0.00,clangorous clanging
0.00,0.00,clangour clangor
0.00,0.00,clank
0.00,0.00,clanking
0.00,0.00,clannish
0.00,0.00,clanswoman clansman clan_member
0.00,0.00,clap
0.00,0.00,clap clack
0.00,0.00,clapboard
0.00,0.25,clapped_out
0.00,0.00,clapper applauder
0.00,0.00,clapper_valve clack_valve clack
0.00,0.00,clapperboard
0.00,0.00,clapperclaw
0.00,0.00,claque
0.00,0.00,clarence
0.00,0.00,claret
0.00,0.00,claret_cup
0.00,0.00,clarify
0.00,0.00,clarinet
0.00,0.00,clarinet_section
0.00,0.00,clarinettist clarinetist
0.06,0.00,clarion
0.00,0.00,clark_standard_cell clark_cell
0.00,0.00,clarksburg
0.00,0.00,claro
0.25,0.00,clary_sage
0.00,0.19,clash
0.13,0.63,clashing
0.04,0.00,clasp
0.00,0.00,clasp brooch
0.00,0.00,clasp buckle
0.32,0.00,class
0.00,0.00,class_acrasiomycetes acrasiomycetes
0.75,0.00,class_act
0.00,0.00,class_action class-action_suit
0.00,0.00,class_amphibia amphibia
0.00,0.00,class_anthoceropsida anthoceropsida
0.00,0.00,class_anthozoa class_actinozoa anthozoa actinozoa
0.00,0.00,class_aphasmidia aphasmidia
0.00,0.00,class_arachnida arachnida
0.00,0.00,class_archiannelida archiannelida
0.00,0.00,class_ascidiaceae ascidiaceae
0.00,0.00,class_ascomycetes ascomycetes
0.13,0.00,class_asteroidea asteroidea
0.13,0.13,class_aves aves
0.00,0.00,class_basidiomycetes basidiomycetes
0.00,0.00,class_cephalopoda cephalopoda
0.13,0.00,class_cestoda cestoda
0.00,0.00,class_channidae channidae
0.00,0.00,class_charophyceae charophyceae
0.00,0.00,class_chilopoda chilopoda
0.00,0.00,class_chlorophyceae chlorophyceae
0.00,0.00,class_chondrichthyes chondrichthyes
0.00,0.00,class_chytridiomycetes chytridiomycetes
0.00,0.00,class_ciliophora class_ciliata ciliophora ciliata
0.13,0.00,class_feeling
0.00,0.00,class_structure
0.00,0.00,class_warfare class_war class_struggle
0.38,0.00,classic
0.00,0.00,classical classic
0.00,0.07,classical
0.25,0.25,classical_ballet
0.00,0.38,classical_conditioning
0.00,0.00,classical_latin
0.00,0.00,classical_mythology
0.13,0.00,classical_style
0.00,0.00,classically
0.00,0.00,classicism classicalism
0.00,0.00,classicist
0.00,0.00,classicist classical_scholar
0.00,0.00,classicistic
0.25,0.00,classicize classicise
0.00,0.00,classics
0.00,0.00,classification categorization categorisation
0.00,0.00,classification
0.00,0.00,classification_system
0.00,0.00,classificatory
0.00,0.00,classified
0.00,0.00,classified_advertisement classified_ad classified
0.00,0.00,classified_stock
0.00,0.00,classifier
0.00,0.00,classify
0.00,0.25,classroom_project
0.00,0.00,classwork
0.00,0.00,clast
0.32,0.00,clastic
0.00,0.00,clastic_rock
0.00,0.00,clathrate cancellated cancellate
0.00,0.00,clathrate
0.00,0.00,clatter
0.00,0.00,clatter clack brattle
0.00,0.00,clattery
0.00,0.00,claude_bernard bernard
0.00,0.00,clausal
0.00,0.00,clause
0.00,0.00,clause article
0.00,0.13,claustrophobe
0.00,0.13,claustrophobia
0.00,0.44,claustrophobic
0.00,0.00,claustrum
0.00,0.00,clavichord
0.02,0.02,claw
0.25,0.00,claw_hatchet
0.00,0.00,clawback
0.00,0.00,clawed
0.00,0.00,clawhammer claw_hammer carpenter's_hammer
0.25,0.25,clawlike
0.00,0.00,claw-shaped
0.00,0.00,clay
0.00,0.00,clay_pigeon
0.00,0.00,clay_pipe
0.00,0.13,clayey argillaceous
0.00,0.00,claymore
0.00,0.00,claymore_mine claymore
0.00,0.00,claystone
0.00,0.00,claytonia_caroliniana carolina_spring_beauty
0.23,0.21,clean
0.00,0.00,clean0
0.00,0.63,clean4
0.63,0.00,clean5
0.13,0.00,clean6
0.50,0.00,clean8
0.00,0.00,clean_and_jerk clean
0.75,0.00,clean_bill_of_health
0.00,0.00,clean_bomb
0.00,0.00,clean_out
0.08,0.00,clean_up
0.63,0.00,cleanable
0.00,0.25,clean-burning
0.00,0.00,cleaner
0.00,0.00,cleaning_implement cleaning_equipment cleaning_device
0.00,0.00,cleaning_pad
0.25,0.00,clean-limbed
0.38,0.00,cleanliness
0.88,0.00,clean-living clean0
0.00,0.13,cleanly
0.07,0.69,cleanness
0.00,0.00,cleanse clean
0.00,0.75,cleanse
0.00,0.00,cleansing ablutionary
0.00,0.00,cleansing_agent cleanser cleaner
0.00,0.00,cleanthes
0.00,0.00,cleanup cleansing cleaning
0.00,0.00,cleanup_spot cleanup_position cleanup
0.25,0.10,clear
0.00,0.00,clear all_the_way
0.25,0.00,clear1
0.00,0.13,clear2
0.50,0.00,clear2 clean
0.32,0.00,clear3
0.00,0.00,clear4
0.00,0.00,clear6
0.00,0.00,clear7
0.00,0.00,clear0
0.00,0.25,clear_and_present_danger
0.38,0.00,clear_liquid_diet
0.00,0.00,clear_off clear_away
0.00,0.00,clear_out
0.13,0.13,clear_out clean_out
0.13,0.25,clear_the_air
0.13,0.00,clear_up clear4
0.00,0.00,clear-air_turbulence
0.00,0.00,clearance
0.00,0.00,clear-cut
0.63,0.00,clear-cut clear clean-cut
0.00,0.00,cleared
0.00,0.00,clearheaded clear-thinking
0.00,0.00,clearing
0.00,0.00,clearing clarification
0.00,0.00,clearing_house
0.25,0.25,clearly
0.38,0.00,clearly clear
0.25,0.00,clear-sighted
0.00,0.50,clearway
0.05,0.00,cleat
0.00,0.00,cleats
0.63,0.00,cleavable
0.03,0.03,cleavage
0.00,0.00,cleave
0.00,0.00,clef
0.00,0.00,cleft
0.00,0.00,cleft_foot
0.00,0.00,cleft_palate
0.00,0.00,cleistogamous cleistogamic
0.00,0.00,cleistogamy
0.00,0.00,cleistothecium cleistocarp
0.00,0.00,clematis
0.25,0.32,clement
0.00,0.00,clement_richard_attlee clement_attlee attlee 1st_earl_attlee
0.00,0.00,clementine
0.00,0.00,clementine_tree clementine
0.00,0.00,clench
0.00,0.00,cleopatra
0.00,0.00,clerestory clearstory
0.00,0.00,clergy
0.00,0.00,clerical
0.00,0.00,clericalism
0.00,0.00,clericalist
0.00,0.00,clerid_beetle clerid
0.00,0.00,clerihew
0.00,0.00,clerk
0.00,0.00,clerking bookkeeping
0.00,0.00,clerkship
0.00,0.00,cleveland
0.50,0.00,clever canny cagy cagey
0.50,0.00,clever apt
0.50,0.00,clever_dick clever_clogs
0.00,0.00,clevis
0.00,0.00,clew
0.00,0.00,clews
0.00,0.00,clichy-la-garenne clichy
0.00,0.00,click chatter
0.00,0.00,click
0.00,0.00,click_off
0.00,0.00,click_open
0.00,0.00,click-clack
0.00,0.00,clickety-click clickety-clack
0.00,0.00,client
0.00,0.00,clientage
0.00,0.00,client-centered_therapy
0.00,0.00,client-server
0.00,0.00,cliff_diving
0.00,0.00,cliff_dweller
0.00,0.00,cliff_dwelling
0.00,0.00,cliffhanger
0.00,0.00,climacteric
0.00,0.38,climactic
0.00,0.00,climatic_zone
0.00,0.00,climatical climatic
0.13,0.00,climatically
0.00,0.00,climatologist
0.00,0.00,climatology
0.13,0.19,climax
0.00,0.00,climb
0.00,0.00,climb_down alight
0.00,0.00,climb_up ascend
0.63,0.00,climbable ascendible ascendable
0.00,0.00,climber
0.00,0.00,climbing_fern
0.00,0.00,climbing_frame
0.00,0.00,climbing_onion bowiea_volubilis
0.00,0.00,climbing_perch anabas_testudineus a._testudineus
0.00,0.00,climbing_salamander
0.00,0.00,clime climate
0.02,0.00,clinch
0.07,0.00,clinch clench
0.00,0.00,clinch clamp
0.00,0.00,clinch_river
0.00,0.00,clinched clenched
0.00,0.00,clincher
0.13,0.00,cling
0.00,0.00,clingfish
0.00,0.00,clingstone cling
0.00,0.00,clinic
0.00,0.00,clinical
0.00,0.00,clinical_anatomy applied_anatomy
0.13,0.00,clinical_psychology
0.00,0.00,clinical_trial clinical_test
0.38,0.00,clinically
0.00,0.00,clinician
0.00,0.00,clinid_fish clinid
0.00,0.00,clink
0.00,0.00,clink click chink
0.00,0.00,clinker
0.00,0.00,clinker cinder
0.00,0.00,clinker_block cinder_block breeze_block
0.00,0.00,clinker_brick clinker
0.00,0.00,clinking
0.00,0.00,clinocephaly clinocephalism
0.00,0.38,clinodactyly
0.00,0.00,clinton
0.00,0.00,clinton_administration
0.00,0.00,clintonia clinton's_lily
0.00,0.00,clio
0.00,0.00,clip
0.00,0.00,clip_art
0.00,0.00,clip_artist
0.00,0.00,clip_joint
0.00,0.00,clip_lead
0.00,0.00,clipboard
0.07,0.00,clip-on
0.07,0.00,clipped
0.00,0.00,clipper
0.00,0.00,clipper_ship clipper
0.25,0.00,cliquishly clannishly
0.00,0.00,clitocybe_clavipes
0.00,0.00,clitocybe_dealbata
0.13,0.00,clitocybe_inornata
0.00,0.00,clitocybe_nuda blewits
0.00,0.00,clitocybe_subconnexa
0.00,0.00,clitoria_mariana butterfly_pea
0.00,0.00,clitoria_turnatea butterfly_pea blue_pea
0.00,0.00,clitoric clitoral
0.00,0.00,clitoris clit button
0.00,0.00,cloaca
0.00,0.08,cloak
0.00,0.00,cloakroom
0.00,0.00,clobber batter baste
0.00,0.07,cloche
0.00,0.00,clock
0.13,0.00,clock_face clock_dial
0.00,0.00,clock_golf
0.00,0.25,clock_pendulum
0.00,0.00,clock_radio
0.00,0.00,clock_tower
0.00,0.00,clock_watcher
0.00,0.00,clocking
0.00,0.00,clocksmith clockmaker
0.00,0.00,clock-watching
0.00,0.00,clockwise
0.00,0.00,clockwork
0.00,0.00,clockwork_universe
0.00,0.00,clofibrate atromid-s
0.00,0.04,clog
0.00,0.00,clog_dancer
0.00,0.00,clog_dancing clog_dance clog
0.00,0.00,clogged choked
0.00,0.00,clogged
0.00,0.00,cloisonne
0.00,0.00,cloisonne champleve
0.00,0.00,cloister
0.00,0.00,clomiphene_citrate clomiphene clomid
0.00,0.00,clomipramine
0.00,0.00,clonal
0.00,0.00,clone
0.00,0.00,clone clon
0.00,0.00,clonic
0.00,0.00,clonidine catapres
0.00,0.00,cloning
0.00,0.50,clonus
0.00,0.00,clorox
0.13,0.00,close
0.00,0.19,close0
0.25,0.00,close1
0.00,0.00,close2
0.00,0.13,close3
0.00,0.00,close4
0.00,0.00,close7
0.00,0.13,close_at_hand at_hand
0.00,0.00,close_order
0.00,0.00,close_out
0.13,0.00,close_quarters
0.00,0.00,close_set close-set
0.00,0.00,close_support
0.00,0.00,close_supporting_fire
0.00,0.00,close_to_the_wind
0.00,0.00,close_together approximate
0.13,0.00,close_up at_close_range
0.00,0.00,close_up close6
0.00,0.25,closed
0.00,0.00,closed_couplet
0.00,0.00,closed_curve
0.00,0.00,closed_in closed
0.00,0.00,closed_interval bounded_interval
0.00,0.00,closed_loop closed-loop_system
0.00,0.00,closed_primary
0.00,0.00,closed_shop
0.00,0.00,closed_universe
0.38,0.00,closed-angle_glaucoma angle-closure_glaucoma acute_glaucoma
0.00,0.00,closed-captioned
0.00,0.00,closed-circuit
0.00,0.25,closed-circuit_television
0.00,0.63,closed-door
0.00,0.00,closed-end_investment_company closed-end_fund
0.00,0.00,closed-heart_surgery
0.00,0.63,closed-minded close-minded
0.00,0.00,closed-ring closed-chain
0.00,0.00,close-hauled
0.00,0.00,closely
0.00,0.38,closely_held_corporation
0.00,0.00,closely_knit close-knit
0.00,0.13,closely-held
0.00,0.00,close-order_drill
0.00,0.00,closeout
0.00,0.00,close-packed
0.13,0.00,close-quarter_fighting
0.00,0.00,closer
0.00,0.00,closet
0.00,0.00,closet_auger
0.50,0.00,closet_drama
0.00,0.38,closet_queen
0.00,0.00,closeup
0.00,0.00,closeup_lens
0.00,0.00,closing
0.00,0.00,closing_price
0.00,0.00,closing_time
0.00,0.00,clostridium clostridia
0.13,0.38,clostridium_botulinum botulinus botulinum
0.13,0.00,clostridium_perfringens
0.00,0.00,closure closing
0.00,0.00,clot clog
0.13,0.00,clotbur burdock
0.00,0.00,cloth_covering
0.00,0.25,clothed clad
0.00,0.00,clothes_dryer clothes_drier
0.00,0.00,clothes_moth
0.00,0.00,clothesbrush
0.00,0.00,clotheshorse
0.00,0.00,clothesline
0.00,0.00,clothespin clothes_pin clothes_peg
0.00,0.00,clothespress clothes_closet
0.00,0.00,clotted clogged
0.00,0.00,clotting_time
0.00,0.00,cloture closure
0.00,0.17,cloud
0.00,0.00,cloud_bank
0.00,0.00,cloud_grass agrostis_nebulosa
0.00,0.00,cloud_over
0.00,0.00,cloud-cuckoo-land
0.13,0.25,clouded
0.13,0.00,clouded blurred
0.00,0.00,clouding_up clouding
0.00,0.50,cloudlessness
0.00,0.00,cloudy
0.00,0.00,clout
0.00,0.00,clout_nail clout
0.00,0.00,clove
0.00,0.00,clove_hitch
0.00,0.00,cloven bisulcate
0.00,0.00,cloven_hoof cloven_foot
0.00,0.00,cloven-hoofed cloven-footed
0.13,0.00,cloverleaf
0.00,0.00,clover-leaf_roll
0.00,0.25,clove-scented
0.00,0.00,clovis_culture
0.00,0.00,clovis_i clovis
0.00,0.00,clowder
0.44,0.56,clown buffoon
0.00,0.00,clown_anemone_fish amphiprion_percula
0.13,0.13,clown_around clown antic
0.13,0.00,cloyingly
0.00,0.13,clozaril clozapine
0.50,0.00,cloze
0.00,0.00,cloze_test cloze_procedure
0.03,0.00,club
0.00,0.00,club bludgeon
0.00,0.00,club_drug
0.00,0.00,club_fungus
0.00,0.00,club_member
0.38,0.00,clubbable clubable
0.00,0.00,clubbing
0.25,0.13,clubby clubbish
0.00,0.00,clubhouse club
0.00,0.00,clubroom
0.00,0.00,club-shaped
0.00,0.00,cluck click clack
0.00,0.00,clucking cluck
0.00,0.00,clue clew
0.00,0.00,clue_in
0.13,0.50,clueless
